199.5108922,1.176722152
203.6534013,2.591421133
198.2879219,3.232021161
196.3482198,3.978647943
200.3057799,2.507401759
206.3964687,1.959841544
193.1691925,2.204979775
192.489848,4.857628857
192.430224,3.799113578
200.436482,2.266249584
190.9087986,2.667735495
202.9854626,4.365648437
209.411303,3.444651225
198.3078279,3.859666872
207.6705959,1.587596663
206.0846575,4.198705804
203.4781018,2.700046854
194.4675835,3.912761414
203.9821037,2.907130191
205.5557915,3.472929543
191.6106157,3.734324803
198.2114957,1.08002722
200.6424564,4.585651582
208.8291428,4.711609702
208.5838107,3.579848075
200.758843,1.925265026
195.4088985,1.409234128
205.9214251,2.859983956
207.0069396,1.640651774
206.4482709,1.173542935
194.8375417,1.18575877
195.676281,2.146785151
205.7148725,2.652469948
202.6184189,3.717666936
203.2962315,1.527957136
205.6006801,1.019328842
197.9140962,1.903733406
207.4844952,2.024650305
192.1192127,1.289527185
197.7165875,1.635988704
203.6663605,3.213227517
198.0035343,4.314938754
201.4098064,3.352111898
196.1639258,2.847939846
206.3754457,3.037504449
194.907962,2.478009104
201.3291414,1.693995339
207.9698459,1.206232977
204.4423747,4.479327947
195.8132022,1.671213705
202.0382593,4.233444602
194.1459819,1.750589249
193.3721136,2.50297155
203.4998821,2.880070938
191.2188939,4.116496841
207.8320383,4.201075118
196.755606,1.226589159
195.4841663,2.855354854
208.0068992,4.774817096
196.2862959,2.708049477
194.7974136,3.12604358
206.7174329,3.302440211
201.8169396,2.18079415
203.3953734,3.206307811
207.1840662,1.664676323
202.3440055,2.840069165
203.9499571,1.190283607
198.0711109,3.008797158
207.7740941,1.089261966
205.824129,2.445817865
190.8419943,3.993171221
201.2083547,4.403856525
203.7198851,3.882941739
202.7852317,2.65842397
206.6114467,2.184583454
202.4338085,2.272027112
195.8845776,4.605956026
192.141593,1.465511148
205.4745218,3.081771303
195.3681479,4.283086179
209.1520672,1.914918972
204.4375655,2.816601087
193.4224227,1.467920647
190.5315872,3.368049471
209.9143239,3.603073924
202.4898004,4.03409005
198.7183197,2.965267011
196.3776394,3.885383383
192.9979933,4.592139666
207.0689076,2.311727468
193.2752573,4.269731272
198.9252771,1.040102693
191.1415166,2.292880024
208.328736,1.524603477
205.7018092,2.544246474
194.3224741,4.859066887
206.2794293,2.133782487
196.7688638,1.074963256
200.3023581,1.933891107
192.6305968,1.667522362
194.0166819,3.473824789
204.1183007,3.092797116
190.6197532,1.173251262
190.4762115,4.483052837
196.2695936,4.811311906
205.7887202,2.187831577
190.4009394,3.440214485
193.4598708,3.81748753
197.8632807,3.828555453
207.7889935,3.260990148
